"ISIN","Company","Country"
"TREKOZA00014","Koza Anadolu Metal Madencilik Isletmeleri AS","Turkey"
"TRAANHYT91O3","Anadolu Hayat Emeklilik AS","Turkey"
"DE000HLAG475","Hapag Lloyd AG","Germany"
"GB00BFZ4N465","Cushman & Wakefield PLC","United Kingdom"
"NO0010081235","Nel ASA","Norway"
"US82900L1026","Simply Good Foods Co","United States of America"
"US54738L1098","Lovesac Co","United States of America"
"ROBRDBACNOR2","BRD Groupe Societe Generale SA","Romania"
"TRAYAZIC91Q6","AG Anadolu Grubu Holding AS","Turkey"
"DE000A1TNUT7","Deutsche Beteiligungs AG","Germany"
"TRESLEC00014","Selcuk Ecza Deposu Ticaret ve Sanayi AS","Turkey"
"INE299U01018","Crompton Greaves Consumer Electricals Ltd","India"
"US8870981011","Timberland Bancorp Inc","United States of America"
"US37949E2046","Globaltrans Investment PLC","Cyprus"
"DE0005232805","Bertrandt AG","Germany"
"NO0010840515","Axactor SE","Norway"
"NO0010234552","Aker ASA","Norway"
"BD0138BRACB9","Brac Bank Ltd","Bangladesh"
"GB0000197722","European Opportunities Trust PLC","United Kingdom"
"NO0010631567","Sparebank 1 SR Bank ASA","Norway"
"AU000000BVS9","Bravura Solutions Ltd","Australia"
"NO0003033102","Kongsberg Automotive ASA","Norway"
"GB0000485838","Baillie Gifford Japan Trust PLC","United Kingdom"
"NO0010310956","SalMar ASA","Norway"
"BMG1738J1247","BW Offshore Ltd","Bermuda"
"GB00B13YVW48","Highbridge Tactical Credit Fund Ltd","Unable to resolve all requested identifiers."
"US65342K1051","NextDecade Corp","United States of America"
"DE000A3H2333","Hamborner Reit AG","Germany"
"FR0010929125","ID Logistics SAS","France"
"NO0010209331","Protector Forsikring ASA","Norway"
"DE0008019001","Deutsche Pfandbriefbank AG","Germany"
"GB0006640972","4imprint Group PLC","United Kingdom"
"INE226A01021","Voltas Ltd","India"
"NO0010196140","Norwegian Air Shuttle ASA","Norway"
"INE765G01017","ICICI Lombard General Insurance Company Ltd","India"
"CNE100000WJ0","Shanxi Securities Co Ltd","China"
"SE0006509949","Eltel AB","Sweden"
"GB0001740025","JPMorgan Japanese Investment Trust PLC","United Kingdom"
"PK0085101019","Habib Bank Ltd","Pakistan"
"KYG4740B1059","Ichor Holdings Ltd","United States of America"
"ROSNPPACNOR9","OMV Petrom SA","Romania"
"ARQUIK010014","Quickfood SA","Argentina"
"PK0080201012","Oil and Gas Development Co Ltd","Pakistan"
"GB0031429219","Law Debenture Corporation PLC","United Kingdom"
"PK0071501016","Lucky Cement Ltd","Pakistan"
"GB0008481250","Photo-Me International PLC","United Kingdom"
"US14888U1016","Catalyst Pharmaceuticals Inc","United States of America"
"US3610081057","Funko Inc","United States of America"
"JP3144000001","Itochu Enex Co Ltd","Japan"
"US40701T1043","Hamilton Beach Brands Holding Co","United States of America"
"ID1000113707","Bank Tabungan Negara (Persero) Tbk PT","Indonesia"
"US13765N1072","Cannae Holdings Inc","United States of America"
"AU0000016875","Viva Energy Group Ltd","Australia"
"DE0007507501","WashTec AG","Germany"
"PK0055601014","MCB Bank Ltd","Pakistan"
"MHY8565N3002","Teekay Tankers Ltd","Bermuda"
"KYG2118M1096","China Overseas Property Holdings Ltd","Hong Kong"
"IT0004931058","Maire Tecnimont SpA","Italy"
"CNE1000009Y1","Jinduicheng Molybdenum Co Ltd","China"
"US15872M1045","ChampionX Corp","United States of America"
"ARBYMA300018","Bolsas y Mercados Argentinos SA","Argentina"
"KE0000000216","East African Breweries Ltd","Kenya"
"DE0005493092","Borussia Dortmund GmbH & Co KGaA","Germany"
"VN000000POW7","Petrovietnam Power Corp","Vietnam"
"ARBVAL3024G2","Banco de Valores SA","Argentina"
"US14161W1053","Cardlytics Inc","United States of America"
"PLGPW0000017","Gielda Papierow Wartosciowych w Warszawie SA","Poland"
"RU000A0JVW89","SFI PAO","Russia"
"US5327461043","Limoneira Co","United States of America"
"US19240Q1022","Cogent Biosciences Inc","Unable to resolve all requested identifiers."
"US96924N1000","Willdan Group Inc","United States of America"
"US78645L1008","Safehold Inc","United States of America"
"IT0005244402","BFF Bank SpA","Italy"
"KYG2120K1094","China Yuhua Education Corp Ltd","China"
"US1244111092","Byline Bancorp Inc","United States of America"
"SE0007666110","Attendo AB (publ)","Sweden"
"BMG4232X1020","Haitong International Securities Group Ltd","Hong Kong"
"DE0005093108","Amadeus Fire AG","Germany"
"CNE100002FC6","China Merchants Shekou Industrial Zone Holdings Co Ltd","China"
"US3500601097","L.B. Foster Co","United States of America"
"US38500T1016","Gran Tierra Energy Inc","Unable to resolve all requested identifiers."
"US45675Y1047","Information Services Group Inc","United States of America"
"JP3459600007","Takara Holdings Inc","Japan"
"US75025X1000","Radiant Logistics Inc","United States of America"
"GB00B01HM147","Schroder Real Estate Investment Trust Ltd","Guernsey"
"CA65442J1075","1911 Gold Corp","Canada"
"KR7267270007","Hyundai Construction Equipment Co Ltd","Korea; Republic (S. Korea)"
"US2026081057","Commercial Vehicle Group Inc","United States of America"
"ES0105027009","Compania de Distribucion Integral Logista Holdings SA","Spain"
"KYG9897E1098","Zhenro Properties Group Ltd","China"
"AEC000101019","Commercial Bank International PJSC","United Arab Emirates"
"US6655313079","Northern Oil and Gas Inc","United States of America"
"CA87505Y4094","Tamarack Valley Energy Ltd","Canada"
"IE00BWY4ZF18","Cairn Homes PLC","Ireland; Republic of"
"DE0007446007","Takkt AG","Germany"
"GB00B64NSP76","Costain Group PLC","United Kingdom"
"PLPKPCR00011","PKP Cargo SA","Poland"
"IL0011574030","Isracard Ltd","Israel"
"BRCRFBACNOR2","Atacadao SA","Brazil"
"US09260D1072","Blackstone Group Inc","United States of America"
"US71639T1060","PetIQ Inc","United States of America"
"GB00BD9G2S12","Gates Industrial Corporation PLC","United States of America"
"GB00BD8HBD32","Civitas Social Housing PLC","United Kingdom"
"GB0007918872","Schroder Asiapacific Fund PLC","United Kingdom"
"JP3247010006","Kyushu Railway Co","Japan"
"FR0011981968","Worldline SA","France"
"PLBRSZW00011","Boryszew SA","Poland"
"PLBUDMX00013","Budimex SA","Poland"
"BRFLRYACNOR5","Fleury SA","Brazil"
"CNE100002RY5","A-Living Services Co Ltd","China"
"KYG521321003","Kaisa Group Holdings Ltd","China"
"DE0005313704","Carl Zeiss Meditec AG","Germany"
"DE0005158703","Bechtle AG","Germany"
"MX00UN000002","Unifin Financiera SAB de CV","Mexico"
"PLSTLPD00017","Stalprodukt SA","Poland"
"ZAE000177218","Attacq Ltd","South Africa"
"GB00BYM1K758","On The Beach Group PLC","United Kingdom"
"US74934Q1085","RCI Hospitality Holdings Inc","United States of America"
"PLCIECH00018","Ciech SA","Poland"
"MA0000011801","Label Vie SA","Morocco"
"US38068T1051","Gold Resource Corp","United States of America"
"PLFAMUR00012","Grenevia SA","Poland"
"US1272031071","Cactus Inc","United States of America"
"SA122050HV19","Alinma Bank SJSC","Saudi Arabia"
"US08579X1019","Berry Corporation (Bry)","United States of America"
"PLTRFRM00018","Neuca SA","Poland"
"GB00BZ0D6727","Kainos Group PLC","United Kingdom"
"GB0004536594","Advanced Medical Solutions Group PLC","United Kingdom"
"BH000A0CAQK6","GFH Financial Group BSC","Bahrain"
"JP3040880001","Orix JREIT Inc","Japan"
"DE000A0LD2U1","alstria office REIT AG","Germany"
"MX01GM1Z0019","GMexico Transportes SAB de CV","Mexico"
"US0063513081","Adams Resources & Energy Inc","United States of America"
"US65487X1028","Noah Holdings Ltd","China"
"GB00BGJWTR88","Smithson Investment Trust PLC","United Kingdom"
"PTPTI0AM0006","Navigator Company SA","Portugal"
"VN000000VIC9","Vingroup JSC","Vietnam"
"US3534691098","Franklin Covey Co","United States of America"
"NL0011872650","Basic Fit NV","Netherlands"
"US3205571017","First Internet Bancorp","United States of America"
"CNE100000V12","Ningbo Zhoushan Port Co Ltd","China"
"KYG2121R1039","China Literature Ltd","China"
"CNE1000034T9","Weihai Guangwei Composites Co Ltd","China"
"PTMEN0AE0005","Mota Engil SGPS SA","Portugal"
"GRS470003013","Piraeus Port Authority SA","Greece"
"OM0000003968","Omani Qatari Telecommunications Company SAOG","Oman"
"PTSEM0AM0004","Semapa Sociedade de Investimento e Gestao SGPS SA","Portugal"
"GRS204003008","Gr Sarantis SA","Greece"
"GRS145003000","GEK TERNA Holdings Real Estate Construction SA","Greece"
"GRS393503008","Mytilineos SA","Greece"
"VGG6375R1073","National Energy Services Reunited Corp","United States of America"
"PTALT0AE0002","Altri SGPS SA","Portugal"
"PTREL0AM0008","Ren Redes Energeticas Nacionais SGPS SA","Portugal"
"US8681681057","Superior Industries International Inc","United States of America"
"QA0006929879","Qatar International Islamic Bank QPSC","Qatar"
"CA76329W1032","Richelieu Hardware Ltd","Canada"
"QA0001200771","Qatar Fuel Company QPSC","Qatar"
"GRS245213004","Lamda Development SA","Greece"
"US88034P1093","Tencent Music Entertainment Group","China"
"US4577301090","Inspire Medical Systems Inc","United States of America"
"GRS359353000","Athens Water and Sewerage Company SA","Greece"
"US29670E1073","Essential Properties Realty Trust Inc","United States of America"
"NL0012044747","Redcare Pharmacy NV","Netherlands"
"GB0004281639","iomart group PLC","United Kingdom"
"INE603J01030","PI Industries Ltd","India"
"CNE1000030S9","GigaDevice Semiconductor Beijing Inc","China"
"GB0004526900","IG Design Group PLC","United Kingdom"
"DK0060580512","NNIT A/S","Denmark"
"GB0004905260","Impax Asset Management Group PLC","United Kingdom"
"KE0000000554","Equity Group Holdings Ltd","Kenya"
"SE0006220018","Inwido AB (publ)","Sweden"
"GB00B021F836","Naked Wines PLC","United Kingdom"
"RU0008958863","Mosenergo PAO","Russia"
"JP3922950005","MonotaRO Co Ltd","Japan"
"AU000000WGN7","Wagners Holding Company Ltd","Australia"
"US56400P7069","MannKind Corp","United States of America"
"GB00BDFBVT43","Oxford BioMedica PLC","United Kingdom"
"GB00BYRJ5J14","Primary Health Properties PLC","United Kingdom"
"GB00B05M6465","Numis Corporation PLC","United Kingdom"
"RU0009062467","Gazprom Neft' PAO","Russia"
"RU0009062285","Aeroflot-Rossiyskiye Avialinii PAO","Russia"
"CNE000000Y37","Jinyu Bio-Technology Co Ltd","China"
"GRS495003006","Aegean Airlines SA","Greece"
"AU000000IGL0","IVE Group Ltd","Australia"
"NGMTNN000002","MTN Nigeria Communications Ltd","Nigeria"
"BRMGLUACNOR2","Magazine Luiza SA","Brazil"
"MYL5285OO001","Sime Darby Plantation Bhd","Malaysia"
"US88830R1014","Titan Machinery Inc","United States of America"
"BD0306SMTP03","Summit Power Ltd","Bangladesh"
"KYG8972T1067","Towngas Smart Energy Co Ltd","Hong Kong"
"MX00CR000000","Credito Real SAB de CV SOFOM ENR","Mexico"
"RU0009028674","Akron PAO","Russia"
"CA2926717083","Energy Fuels Inc","United States of America"
"US02156K1034","Altice USA Inc","United States of America"
"CNE100000C31","Shanghai RAAS Blood Products Co Ltd","China"
"JP3979200007","Lasertec Corp","Japan"
"INE00R701025","Dalmia Bharat Ltd","India"
"TH9436010002","Asset World Corp PCL","Thailand"
"US06684L1035","Baozun Inc","China"
"SA0007879170","National Industrialization Company JSC","Saudi Arabia"
"SA0007879089","Saudi British Bank SJSC","Saudi Arabia"
"DE0005176903","Surteco Group SE","Germany"
"SA000A0HNF36","Yanbu National Petrochemicals Company SJSC","Saudi Arabia"
"SA0007879469","Saudi Cement Company SJSC","Saudi Arabia"
"US1508376076","CEL-SCI Corp","United States of America"
"SA120GAH5617","Rabigh Refining and Petrochemical Company SJSC","Saudi Arabia"
"SA11U0S23612","Dar Al Arkan Real Estate Development Company SJSC","Saudi Arabia"
"US06777U1016","Barnes & Noble Education Inc","United States of America"
"US0396531008","Arcosa Inc","United States of America"
"DE000A0ETBQ4","MBB SE","Germany"
"SA000A0KFKK0","Sahara International Petrochemical Company SJSC","Saudi Arabia"
"HK0285041858","BYD Electronic International Co Ltd","China"
"AEN000801011","National Bank of Fujairah PJSC","United Arab Emirates"
"SA0007879055","Bank Aljazira JSC","Saudi Arabia"
"SA000A0B89Q3","Saudi Industrial Investment Group SJSC","Saudi Arabia"
"SA000A0ETHT1","Almarai Company SJSC","Saudi Arabia"
"SA000A0BLA62","Jarir Marketing Company SJSC","Saudi Arabia"
"SA0007879048","Riyad Bank SJSC","Saudi Arabia"
"SA000A0LE310","Advanced Petrochemical Co SJSC","Saudi Arabia"
"US45174J5092","iHeartMedia Inc","United States of America"
"SA000A0DPSH3","Company for Cooperative Insurance SJSC","Saudi Arabia"
"US46187W1071","Invitation Homes Inc","United States of America"
"US26817Q8868","Dynex Capital Inc","United States of America"
"US09257W1009","Blackstone Mortgage Trust Inc","United States of America"
"HK0345001611","Vitasoy International Holdings Ltd","Hong Kong"
"US22948Q1013","CTO Realty Growth Inc","United States of America"
"CA95083R1001","Wesdome Gold Mines Ltd","Canada"
"US30292L1070","FRP Holdings Inc","United States of America"
"US7493971052","R1 RCM Inc","Unable to resolve all requested identifiers."
"US05988J1034","Bandwidth Inc","United States of America"
"US48253L2051","KLX Energy Services Holdings Inc","United States of America"
"US27923Q1094","Ecovyst Inc","United States of America"
"US92337F1075","Veracyte Inc","United States of America"
"GG00BV54HY67","Sequoia Economic Infrastructure Income Fund Ltd","Guernsey"
"US6873801053","Orrstown Financial Services Inc","United States of America"
"US2641471097","Ducommun Inc","United States of America"
"US2763171046","Eastern Co","United States of America"
"US26929N1028","EVI Industries Inc","United States of America"
"HK0604011236","Shenzhen Investment Ltd","Hong Kong"
"US83418M1036","Solaris Oilfield Infrastructure Inc","United States of America"
"GB00BYYW3C20","Forterra PLC","United Kingdom"
"DE000PAT1AG3","Patrizia AG","Germany"
"UG0000000386","Stanbic Bank Uganda Ltd","Uganda"
"US46620W1027","J.Jill Inc","Unable to resolve all requested identifiers."
"BMG8086V1467","Shenzhen International Holdings Ltd","Hong Kong"
"US3189161033","First Bancshares Inc (Mississippi)","United States of America"
"FR0000033904","Jacquet Metals SA","France"
"SE0010468116","Arjo AB (publ)","Sweden"
"US90041L1052","Turning Point Brands Inc","United States of America"
"GB0004228648","Herald Investment Trust PLC","United Kingdom"
"GB0002945029","Asia Dragon Trust PLC","United Kingdom"
"US3845561063","Graham Corp","United States of America"
"TH9597010007","Central Retail Corporation PCL","Thailand"
"US68287N1000","OneSpan Inc","United States of America"
"US51509F1057","Lands End Inc","United States of America"
"INE795G01014","HDFC Life Insurance Company Ltd","India"
"GB00BDHXPG30","Alfa Financial Software Holdings PLC","United Kingdom"
"KE1000001402","Safaricom Plc","Kenya"
"BE0974313455","Econocom Group SE","Belgium"
"US31431B1098","Fednat Holding Co","United States of America"
"INE646L01027","Interglobe Aviation Ltd","India"
"NO0010716863","XXL ASA","Norway"
"US0008681092","ACNB Corp","United States of America"
"ARLOMA300018","Loma Negra Compania Industrial Argentina SA","Argentina"
"KYG2120F1000","China Investment Fund Co Ltd","Hong Kong"
"GB00BWXC7Y93","Fidelity Special Values PLC","United Kingdom"
"NO0010751910","Sparebank 1 Ostlandet","Norway"
"CNE100001V45","Spring Airlines Co Ltd","China"
"AU000000LOV7","Lovisa Holdings Ltd","Australia"
"KYG6382M1096","Nagacorp Ltd","Cambodia"
"US50015M1099","Kodiak Sciences Inc","United States of America"
"KR7086900008","Medy Tox Inc","Korea; Republic (S. Korea)"
"CA04045U1021","Aritzia Inc","Canada"
"GB0033875286","Standard Life Investments Property Income Trust Ltd","Guernsey"
"US9256521090","VICI Properties Inc","United States of America"
"US87874R1005","TechTarget Inc","United States of America"
"US44951W1062","IES Holdings Inc","United States of America"
"KYG451581055","HKBN Ltd","Hong Kong"
"US0277451086","American National Bankshares Inc","United States of America"
"VN000000SHB9","Sai Gon Ha Noi Commercial Joint Stock Bank","Vietnam"
"ES0176252718","Melia Hotels International SA","Spain"
"US18482P1030","Clearfield Inc","United States of America"
"KYG7814S1021","Sa Sa International Holdings Ltd","Hong Kong"
"KYG984191075","Yihai International Holding Ltd","China"
"US76674Q1076","Rimini Street Inc","United States of America"
"JP3732000009","SoftBank Corp","Japan"
"SG1T22929874","Keppel REIT","Singapore"
"DE000UNSE018","Uniper SE","Germany"
"GB0031030819","Alliance Pharma PLC","United Kingdom"
"US82620P1021","Sierra Bancorp","United States of America"
"US98980A1051","ZTO Express (Cayman) Inc","China"
"US27032D3044","Earthstone Energy Inc","United States of America"
"IT0005043507","OVS SpA","Italy"
"KYG2121Q1055","China Feihe Ltd","China"
"AEE001901017","Emaar Development PJSC","United Arab Emirates"
"US5705351048","Markel Group Inc","United States of America"
"CNE100001ZV6","Orient Securities Co Ltd","China"
"CNE100001Y42","Chaozhou Three-circle Group Co Ltd","China"
"TH8319010Z06","Gulf Energy Development PCL","Thailand"
"US05352A1007","Avantor Inc","United States of America"
"US4562371066","Industrial Logistics Properties Trust","United States of America"
"KR7316140003","Woori Financial Group Inc","Korea; Republic (S. Korea)"
"JP3305990008","Concordia Financial Group Ltd","Japan"
"CL0001924357","Empresas la Polar SA","Chile"
"US6005512040","Miller Industries Inc","United States of America"
"CNE0000011B7","Shanghai Pudong Development Bank Co Ltd","China"
"CNE000000750","Hubei Energy Group Co Ltd","China"
"FR0000063935","Bonduelle SA","France"
"CNE000000Q11","SDIC Capital Co Ltd","China"
"GB00BYP2QJ94","Kore Potash PLC","United Kingdom"
"DE000FTG1111","flatexDEGIRO AG","Germany"
"CNE000000KC1","AVIC Industry Finance Holdings Co Ltd","China"
"AU000000AD88","Audinate Group Ltd","Australia"
"US1564921005","Century Casinos Inc","United States of America"
"CNE000000RM5","Aecc Aero Engine Control Co Ltd","China"
"CNE100000080","NanJi E-Commerce Co Ltd","China"
"US6778641000","Oil-Dri Corporation of America","United States of America"
"US04367G1031","Asensus Surgical Inc","United States of America"
"GB0009619924","IQE Plc","United Kingdom"
"US6988841036","PAR Technology Corp","United States of America"
"CA2960061091","Ero Copper Corp","Canada"
"GB00BYZN9041","Future PLC","United Kingdom"
"US1729221069","Citizens & Northern Corp","United States of America"
"HK2778034606","Champion Real Estate Investment Trust","Hong Kong"
"CNE100000SK6","Jihua Group Corp Ltd","China"
"GB0007365546","Carillion PLC","United Kingdom"
"CNE000000HN4","Chengdu Xingrong Environment Co Ltd","China"
"CNE000000JM2","SDIC Power Holdings Co Ltd","China"
"CNE000000XR2","Youngor Group Co Ltd","China"
"US87484T1088","Talos Energy Inc","United States of America"
"SA13L050IE10","Saudi National Bank","Saudi Arabia"
"US71424F1057","Permian Resources Corp","United States of America"
